ds,yhat,yhat_lower,yhat_upper,Actual Sales
2016-11-03,-4048.1608530240665,-19906.645253110957,11337.139963968548,0.0
2016-11-04,-4339.708180394968,-20637.121673575737,10671.02043952141,0.0
2016-11-05,-12676.800687044735,-28001.28445019184,3715.078406626834,0.0
2016-11-06,-11208.130252684148,-27789.975446557128,5269.766156405614,0.0
2016-11-07,-786.8713574604444,-15803.449936719306,14402.365066293929,0.0
2016-11-08,-99.64325154102153,-16367.01692005773,16236.715429444062,0.0
2016-11-09,-1000.8134141454029,-15640.5873562225,16201.603907955296,0.0
2016-11-10,-868.8455003535328,-15737.642347462937,15592.274030901686,0.0
2016-11-11,-523.7989525601915,-16505.52701881697,15036.545135703478,0.0
2016-11-12,-8264.804029791898,-23531.496608070684,8069.153261946289,0.0
2016-11-13,-6253.523281910893,-23186.394890811032,9629.822761791185,0.0
2016-11-14,4644.27855210376,-10967.58387323939,21456.3893416289,0.0
2016-11-15,5730.074595927912,-9945.956819051598,21362.182601212262,0.0
2016-11-16,5138.569308028165,-10302.373469694467,20175.413501074156,0.0
2016-11-17,5647.835340335847,-10144.807626268563,21893.057819102243,0.0
2016-11-18,6263.476474039349,-7902.375222448891,22594.03897377573,0.0
2016-11-19,-1320.0082451316066,-16917.961658711876,14396.870367094782,0.0
2016-11-20,731.3176617417594,-15884.056484163779,15926.28838235054,0.0
2016-11-21,11549.42354445846,-4513.758239275362,27212.914494572615,0.0
2016-11-22,12435.77330566888,-3597.4862720128417,28415.74923665082,0.0
2016-11-23,11527.392953948023,-3260.80785014236,27434.252128475015,0.0
